,Ind_id,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Mobile_phone,Work_Phone,Phone,Email_id,Type_Occupation,Family_Members,label
1167,5024838,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,39.0,6.0,1,0,0,0,other,1,0
1168,5088279,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,19.0,1,1,1,0,Sales staff,2,0
1169,5079141,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,8.0,1,1,0,0,Sales staff,3,0
1170,5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,1,1,1,1,other,2,0
1171,5010218,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,1,0,0,0,Medicine staff,3,0
1172,5112870,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,8.0,1,0,1,0,Laborers,3,0
1173,5061253,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25.0,5.0,1,0,0,0,other,2,0
1174,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,1,1,0,0,Managers,4,0
1175,5094884,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,28.0,4.0,1,0,0,0,Managers,1,0
1176,5146296,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,49.0,11.0,1,1,0,0,Security staff,2,0
1177,5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,9.0,1,0,0,0,Sales staff,2,0
1178,5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,4.0,1,0,0,0,Drivers,2,0
1179,5023475,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,1,0,0,0,other,1,0
1180,5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,3.0,1,0,0,0,Cooking staff,2,0
1181,5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,1,0,0,0,Security staff,2,0
1182,5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,42.0,6.0,1,0,0,0,Sales staff,3,0
1183,5126503,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,1,0,other,2,0
1184,5023209,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,1.0,1,0,0,0,Sales staff,3,0
1185,5142860,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,5.0,1,0,1,0,other,2,0
1186,5087852,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,33.0,1,0,1,0,Medicine staff,2,0
1187,5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,46.0,10.0,1,0,0,1,Core staff,3,0
1188,5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,1,0,1,0,Managers,4,0
1189,5048610,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42.0,9.0,1,0,0,0,Laborers,1,0
1190,5113711,F,Y,Y,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,46.0,1.0,1,0,1,1,Laborers,3,0
1191,5069199,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,9.0,1,0,0,0,Sales staff,3,0
1192,5091101,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,68.0,0.0,1,0,0,0,other,2,0
1193,5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,27.0,1.0,1,0,0,0,Managers,3,0
1194,5132752,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,1.0,1,1,1,0,Drivers,1,0
1195,5018471,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,22.0,1,0,1,0,other,3,0
1196,5096059,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,1,0,0,0,Medicine staff,4,0
1197,5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,5.0,1,1,1,0,Laborers,3,0
1198,5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,1,0,0,0,other,2,0
1199,5048448,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,1,0,0,0,other,2,0
1200,5053293,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,56.0,0.0,1,0,0,0,other,2,0
1201,5117022,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,1,1,0,0,Laborers,4,0
1202,5143362,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,6.0,1,1,1,0,High skill tech staff,2,0
1203,5137163,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,1,1,1,0,other,2,0
1204,5054064,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,45.0,4.0,1,0,0,0,Drivers,3,0
1205,5145968,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,1,0,0,0,other,1,0
1206,5065705,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,48.0,0.0,1,0,1,0,other,1,0
1207,5051187,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,2.0,1,0,0,0,Core staff,1,0
1208,5067203,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,35.0,4.0,1,0,0,0,Drivers,3,0
1209,5116714,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,52.0,2.0,1,0,0,0,other,1,0
1210,5045069,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,1,0,0,0,Laborers,2,0
1211,5042130,F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,39.0,20.0,1,1,1,0,Managers,2,0
1212,5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,4.0,1,0,0,0,Laborers,1,0
1213,5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.0,3.0,1,0,0,0,other,2,0
1214,5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,1,0,0,0,other,2,0
1215,5023692,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.0,9.0,1,0,0,0,other,1,0
1216,5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,1,0,0,0,Sales staff,2,0
1217,5113861,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,3.0,1,1,0,0,High skill tech staff,2,0
1218,5009301,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.0,5.0,1,0,1,0,Laborers,1,0
1219,5135705,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,Private service staff,2,0
1220,5023616,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,1.0,1,0,0,0,Drivers,2,0
1221,5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,1,0,0,1,Drivers,4,0
1222,5113374,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,1,0,1,0,other,3,0
1223,5125775,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,1,0,0,0,other,2,0
1224,5051156,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,38.0,5.0,1,0,0,0,Laborers,2,0
1225,5143046,M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,1,0,0,Drivers,4,0
1226,5114060,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,1,1,1,0,other,3,0
1227,5113171,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,1,1,Cooking staff,3,0
1228,5078805,F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,8.0,1,0,0,0,High skill tech staff,2,0
1229,5088205,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60.0,0.0,1,0,1,0,other,1,0
1230,5112975,F,N,N,3,171000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,10.0,1,1,1,0,High skill tech staff,5,0
1231,5022789,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,34.0,1.0,1,0,0,0,Core staff,1,0
1232,5028302,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,54.0,1.0,1,0,0,0,Managers,2,0
1233,5146558,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,4.0,1,0,0,0,Laborers,4,0
1234,5029400,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,1,0,0,0,other,2,0
1235,5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,24.0,1,1,1,0,Accountants,2,0
1236,5022449,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,48.0,5.0,1,0,0,1,Core staff,1,0
1237,5044818,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,25.0,3.0,1,0,0,0,Managers,1,0
1238,5089070,M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,10.0,1,0,0,0,Laborers,5,0
1239,5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,28.0,8.0,1,0,0,0,Core staff,2,0
1240,5050485,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,29.0,1,0,0,0,Laborers,2,0
1241,5062296,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,56.0,0.0,1,0,0,0,other,1,0
1242,5090039,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,38.0,17.0,1,0,0,0,Core staff,3,0
1243,5069296,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,other,2,0
1244,5058271,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,1,0,0,0,Low-skill Laborers,2,0
1245,5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,4.0,1,0,1,0,Drivers,1,0
1246,5054228,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,0.0,1,1,0,0,Managers,4,0
1247,5023527,F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,19.0,1,0,0,0,High skill tech staff,2,0
1248,5088433,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,5.0,1,0,0,0,Core staff,1,0
1249,5009567,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,1,1,1,0,Laborers,2,0
1250,5148915,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,11.0,1,0,0,0,other,4,0
1251,5053646,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,56.0,5.0,1,0,1,0,Managers,2,0
1252,5035546,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,1,0,0,0,other,1,0
1253,5118472,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,1,0,1,0,Drivers,2,0
1254,5111178,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,31.0,12.0,1,1,0,0,Cleaning staff,4,0
1255,5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,44.0,2.0,1,1,1,0,Sales staff,3,0
1256,5091771,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,1,0,0,0,Laborers,2,0
1257,5010010,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,30.0,10.0,1,0,1,0,Secretaries,3,0
1258,5148573,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,0,0,other,2,0
1259,5096729,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,6.0,1,1,0,0,Laborers,2,0
1260,5092021,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,2.0,1,1,1,0,Core staff,2,0
1261,5046083,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,6.0,1,0,0,0,other,2,0
1262,5096085,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,50.0,31.0,1,0,0,0,Cooking staff,2,0
1263,5092147,M,Y,Y,0,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,1,1,0,0,other,1,0
1264,5142953,M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,23.0,2.0,1,1,1,0,Laborers,2,0
1265,5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,39.0,16.0,1,0,0,0,Core staff,4,0
1266,5010172,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.0,1.0,1,0,0,0,Laborers,2,0
1267,5068523,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,1,0,0,1,Laborers,1,0
1268,5087756,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,7.0,1,0,0,0,Sales staff,2,0
1269,5132845,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,10.0,1,0,0,1,Medicine staff,2,0
1270,5116046,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,6.0,1,0,0,0,Core staff,2,0
1271,5091983,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,59.0,2.0,1,1,0,1,Managers,2,0
1272,5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,1,0,0,0,Managers,2,0
1273,5052806,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,53.0,7.0,1,0,1,0,other,1,0
1274,5095952,F,N,N,2,193500.0,Working,Higher education,Married,With parents,41.0,21.0,1,1,1,0,other,4,0
1275,5022458,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,24.0,3.0,1,0,0,1,Drivers,3,0
1276,5149647,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.0,0.0,1,0,0,0,other,1,0
1277,5114438,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,1,1,1,0,Sales staff,3,0
1278,5112737,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,50.0,8.0,1,0,0,0,Drivers,2,0
1279,5024038,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,2.0,1,0,0,0,Sales staff,2,0
1280,5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,29.0,7.0,1,0,0,0,other,2,0
1281,5140019,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.0,4.0,1,0,0,0,Private service staff,2,0
1282,5104868,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,33.0,11.0,1,0,0,0,Accountants,2,0
1283,5062525,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,6.0,1,0,1,0,Sales staff,3,0
1284,5118118,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,1,1,0,Drivers,3,0
1285,5044669,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,1,0,0,0,other,2,0
1286,5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,38.0,10.0,1,1,1,0,Laborers,1,0
1287,5085768,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,32.0,13.0,1,0,0,0,Managers,3,0
1288,5097105,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,31.0,1,0,1,0,other,2,0
1289,5023706,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,15.0,1,0,1,0,Laborers,2,0
1290,5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,2.0,1,0,0,0,Laborers,4,0
1291,5142930,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,other,2,0
1292,5145920,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,41.0,4.0,1,0,0,1,other,3,0
1293,5069028,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.0,4.0,1,0,0,1,Sales staff,2,0
1294,5010498,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,1.0,1,1,0,0,other,3,0
1295,5091564,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,5.0,1,0,1,0,Sales staff,3,0
1296,5149887,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,16.0,1,0,0,0,Managers,2,0
1297,5052952,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,1,0,1,0,other,1,0
1298,5116801,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,5.0,1,0,0,0,Drivers,3,0
1299,5089556,F,Y,N,0,191399.3262295082,Working,Incomplete higher,Single / not married,House / apartment,31.0,8.0,1,1,0,0,Managers,1,0
1300,5091639,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,1,0,0,0,other,1,0
1301,5116817,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,45.0,24.0,1,1,1,0,Core staff,1,0
1302,5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,1,0,0,0,other,1,0
1303,5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,25.0,1.0,1,0,0,1,Laborers,2,0
1304,5148732,F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,37.0,2.0,1,0,0,0,Sales staff,2,0
1305,5023877,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,63.0,0.0,1,0,1,0,other,2,0
1306,5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,0,0,other,2,0
1307,5010435,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,0,0,other,2,0
1308,5090310,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,1,0,0,0,other,2,0
1309,5026539,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.0,4.0,1,0,1,0,High skill tech staff,1,0
1310,5048478,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.0,1.0,1,0,0,0,Core staff,1,0
1311,5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,32.0,3.0,1,0,0,1,other,1,0
1312,5067767,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,64.0,15.0,1,0,0,0,Medicine staff,1,0
1313,5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,26.0,1.0,1,0,0,0,other,2,0
1314,5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,30.0,4.0,1,0,0,0,High skill tech staff,4,0
1315,5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,34.0,9.0,1,1,0,0,other,2,0
1316,5092349,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,53.0,6.0,1,0,0,0,Sales staff,1,0
1317,5090383,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,3.0,1,0,1,0,Laborers,2,0
1318,5088687,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,4.0,1,1,1,0,Laborers,3,0
1319,5105466,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,other,2,0
1320,5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,44.0,15.0,1,1,1,0,Core staff,1,0
1321,5117497,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45.0,2.0,1,1,0,0,Low-skill Laborers,2,0
1322,5112599,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,62.0,35.0,1,1,1,0,Managers,2,0
1323,5126121,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1.0,1,1,1,0,Medicine staff,2,0
1324,5125710,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,45.0,2.0,1,0,1,0,High skill tech staff,2,0
1325,5148972,M,Y,Y,0,495000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39.0,15.0,1,0,0,0,Cooking staff,1,0
1326,5117233,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,20.0,1,0,0,0,Laborers,2,0
1327,5142733,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,30.0,1.0,1,1,1,0,Managers,3,0
1328,5089736,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,1,1,1,0,Cleaning staff,2,0
1329,5021214,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,35.0,6.0,1,0,1,0,Core staff,3,0
1330,5044809,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,25.0,3.0,1,0,0,0,Managers,1,0
1331,5037088,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,0,0,other,2,0
1332,5068712,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,0,0,0,Laborers,2,0
1333,5142153,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,10.0,1,0,0,0,High skill tech staff,1,0
1334,5146045,F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,51.0,7.0,1,0,0,0,Accountants,1,0
1335,5142529,M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,25.0,0.0,1,0,0,0,other,2,0
1336,5091630,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,17.0,1,0,0,0,High skill tech staff,2,0
1337,5023089,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,11.0,1,0,0,0,Laborers,1,0
1338,5142698,F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,18.0,1,1,0,0,Laborers,2,0
1339,5105550,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,26.0,2.0,1,0,0,0,Core staff,2,0
1340,5149799,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,29.0,6.0,1,1,1,0,Laborers,2,0
1341,5036219,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,2.0,1,0,0,0,Sales staff,2,0
1342,5061246,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25.0,5.0,1,0,0,0,other,2,0
1343,5135851,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,1,0,1,0,Laborers,3,0
1344,5009663,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,28.0,5.0,1,1,0,0,other,1,0
1345,5146002,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,1,0,0,1,Managers,1,0
1346,5125203,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,51.0,20.0,1,0,0,0,Core staff,1,0
1347,5148525,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,0,0,other,2,0
1348,5148748,F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,31.0,2.0,1,0,1,0,other,3,0
1349,5024582,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,3.0,1,0,0,0,Managers,4,0
1350,5105878,F,N,N,1,387000.0,Commercial associate,Higher education,Married,House / apartment,42.0,2.0,1,0,0,0,other,3,0
1351,5010874,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,1,0,other,2,0
1352,5099948,F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,9.0,1,0,0,0,Laborers,2,0
1353,5096415,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,0.0,1,1,0,0,other,2,0
1354,5096609,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,1,1,1,0,Core staff,3,0
1355,5148669,M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,49.0,9.0,1,0,0,0,Security staff,3,0
1356,5090027,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,0,1,1,Core staff,2,0
1357,5132329,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,1,0,0,0,other,2,0
1358,5125277,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,10.0,1,0,0,1,Sales staff,3,0
1359,5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,56.0,15.0,1,0,0,0,Laborers,3,0
1360,5022063,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,1,0,1,0,other,2,0
1361,5126108,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.0,36.0,1,1,0,0,Core staff,1,0
1362,5038723,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.0,0.0,1,0,0,0,other,3,0
1363,5054079,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,15.0,1,0,1,0,other,2,0
1364,5096483,F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,44.0,18.0,1,1,1,0,other,2,0
1365,5025951,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,0,0,0,Core staff,2,0
1366,5010995,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1.0,1,0,0,0,Medicine staff,2,0
1367,5117622,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,40.0,0.0,1,0,0,0,Drivers,4,0
1368,5091826,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,1,0,0,0,other,2,0
1369,5065723,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,44.0,24.0,1,0,0,0,Private service staff,3,0
